"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Z_CostContact","Z_Revenue","Response","Age","Total_Purchaase","Is_Parent","Has_Partner","Family_Size","campaign_participation","cluster"
"773",1986,"Undergraduate","Married",20425,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,28,73,1,1,2,0,"1"
"774",1960,"Postgraduate","Together",17144,1,1,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0,54,49,1,1,3,0,"2"
"775",1968,"Postgraduate","Divorced",42564,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1,46,831,1,0,1,1,"4"
"776",1978,"Postgraduate","Married",43783,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,36,633,1,1,2,1,"2"
"777",1976,"Graduate","Divorced",40780,0,1,2012-09-08,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0,38,380,1,0,1,0,"4"
"778",1945,"Postgraduate","Together",62847,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0,69,1688,0,1,1,0,"3"
"779",1957,"Postgraduate","Married",82017,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,57,752,0,1,1,1,"3"
"780",1950,"Graduate","Single",16813,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,3,11,0,64,52,0,0,0,1,"4"
"781",1978,"Graduate","Married",51267,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0,36,272,1,1,3,0,"1"
"782",1961,"Graduate","Single",46524,0,1,2013-04-05,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0,53,191,1,0,1,0,"4"
"783",1962,"Postgraduate","Single",45183,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,3,11,0,52,324,0,0,0,1,"4"
"784",1954,"Postgraduate","Married",70421,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,3,11,0,60,781,1,1,2,0,"2"
"785",1965,"Undergraduate","Divorced",60161,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,3,11,0,49,1079,1,0,1,0,"4"
"786",1973,"Graduate","Together",73926,0,0,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,3,11,0,41,1671,0,1,1,0,"3"
"787",1968,"Graduate","Married",19329,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,3,11,0,46,62,1,1,2,0,"1"
"788",1970,"Postgraduate","Married",61872,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,0,44,600,1,1,2,0,"2"
"789",1956,"Graduate","Widow",46984,1,1,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,3,11,0,58,42,1,0,2,0,"4"
"790",1951,"Graduate","Married",34838,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,3,11,0,63,184,1,1,3,0,"2"
"791",1944,"Postgraduate","Single",82716,0,0,2013-11-05,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0,70,1315,0,0,0,0,"3"
"792",1958,"Graduate","Married",48192,0,0,2013-04-06,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,3,11,1,56,1584,0,1,1,1,"3"
"793",1976,"Postgraduate","Married",49681,0,2,2013-11-04,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,3,11,0,38,458,1,1,3,0,"2"
"794",1971,"Postgraduate","Married",56850,0,1,2014-03-23,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,3,11,0,43,70,1,1,2,0,"2"
"795",1957,"Graduate","Married",55267,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,3,11,0,57,408,1,1,2,0,"2"
"796",1972,"Graduate","Married",59666,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,3,11,0,42,1044,1,1,3,1,"2"
"797",1972,"Graduate","Single",72504,0,1,2013-04-06,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,3,11,0,42,1639,1,0,1,0,"3"
"798",1981,"Graduate","Married",26872,0,0,2013-10-16,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,3,11,0,33,88,0,1,1,0,"1"
"799",1972,"Graduate","Single",21359,1,0,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,1,42,49,1,0,1,1,"4"
"800",1975,"Graduate","Single",73170,0,0,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,3,11,0,39,756,0,0,0,0,"3"
"801",1955,"Postgraduate","Married",52750,0,1,2013-02-04,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,3,11,0,59,929,1,1,2,0,"2"
"802",1986,"Postgraduate","Together",91820,0,0,2013-11-23,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,3,11,0,28,1658,0,1,1,0,"3"
"803",1970,"Postgraduate","Together",65968,0,1,2014-05-12,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,0,44,499,1,1,2,0,"2"
"804",1976,"Graduate","Married",30772,1,1,2014-03-12,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,38,21,1,1,3,0,"1"
"805",1954,"Graduate","Single",22507,0,0,2012-11-24,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,3,11,0,60,727,0,0,0,0,"4"
"806",1972,"Graduate","Married",65685,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,42,776,1,1,2,0,"2"
"807",1978,"Undergraduate","Married",25804,1,0,2013-09-01,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,3,11,0,36,61,1,1,2,0,"1"
"808",1980,"Postgraduate","Single",76412,0,0,2013-05-05,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,3,11,1,34,1879,0,0,0,1,"3"
"809",1972,"Graduate","Married",22063,1,0,2013-08-08,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,3,11,0,42,66,1,1,2,0,"1"
"810",1961,"Graduate","Single",57091,0,0,2014-06-15,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,3,11,1,53,577,0,0,0,1,"3"
"811",1963,"Graduate","Married",22419,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,51,183,0,1,1,0,"4"
"812",1959,"Graduate","Together",87771,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,55,2014,1,1,2,1,"3"
"813",1959,"Undergraduate","Divorced",78353,0,1,2013-04-16,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,3,11,0,55,1729,1,0,1,0,"3"
"814",1954,"Graduate","Married",93404,1,2,2013-05-07,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,3,11,0,60,1616,1,1,4,1,"2"
"815",1962,"Graduate","Divorced",37859,1,2,2013-01-12,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,52,37,1,0,3,0,"4"
"816",1958,"Postgraduate","Widow",80995,0,1,2013-05-11,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,3,11,0,56,1538,1,0,1,0,"3"
"817",1984,"Graduate","Together",16529,1,0,2014-03-01,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0,30,22,1,1,2,0,"1"
"818",1976,"Postgraduate","Divorced",55412,1,1,2013-11-22,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,3,11,0,38,64,1,0,2,0,"4"
"819",1992,"Graduate","Single",48789,0,0,2012-09-10,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,3,11,0,22,685,0,0,0,0,"4"
"820",1967,"Postgraduate","Together",56575,0,2,2013-05-05,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,3,11,0,47,558,1,1,3,0,"2"
"821",1980,"Undergraduate","Together",25130,1,0,2013-10-02,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,3,11,0,34,68,1,1,2,0,"1"
"822",1967,"Graduate","Married",35441,1,1,2013-02-14,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,47,40,1,1,3,0,"1"
"823",1956,"Graduate","Married",71391,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0,58,1166,1,1,2,0,"2"
"824",1972,"Postgraduate","Single",49494,1,0,2013-04-25,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,3,11,0,42,391,1,0,1,0,"4"
"825",1980,"Graduate","Divorced",81702,0,0,2012-09-23,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,3,11,0,34,1664,0,0,0,0,"3"
"826",1980,"Undergraduate","Single",45889,0,1,2013-07-02,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,3,11,0,34,47,1,0,1,0,"4"
"827",1977,"Graduate","Single",56628,0,1,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,3,11,0,37,778,1,0,1,1,"4"
"828",1950,"Graduate","Together",34026,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,64,84,1,1,3,0,"2"
"829",1974,"Graduate","Married",40049,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,3,11,0,40,334,1,1,2,0,"1"
"830",1988,"Graduate","Single",34176,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0,26,103,1,0,1,0,"4"
"831",1981,"Graduate","Married",19419,1,0,2012-11-10,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,3,11,0,33,73,1,1,2,0,"1"
"832",1960,"Undergraduate","Married",82504,0,0,2013-07-27,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,3,11,0,54,1101,0,1,1,0,"3"
"833",1970,"Graduate","Together",81205,0,0,2014-01-13,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,3,11,1,44,2064,0,1,1,1,"3"
"834",1991,"Undergraduate","Single",61618,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,3,11,0,23,1390,0,0,0,0,"3"
"835",1956,"Postgraduate","Single",55284,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,0,58,771,1,0,1,0,"4"
"836",1963,"Graduate","Single",49980,0,1,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,3,11,0,51,204,1,0,1,0,"4"
"837",1980,"Graduate","Married",15072,2,0,2013-05-10,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,3,11,0,34,63,1,1,3,0,"1"
"838",1974,"Graduate","Single",49166,0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,3,11,0,40,368,1,0,1,0,"4"
"839",1954,"Postgraduate","Married",65324,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,60,576,1,1,2,0,"2"
"840",1957,"Undergraduate","Married",82347,0,0,2012-11-06,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,3,11,0,57,1986,0,1,1,1,"3"
"841",1966,"Postgraduate","Together",30843,1,1,2014-05-26,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,3,11,0,48,35,1,1,3,1,"2"
"842",1974,"Postgraduate","Married",46374,0,1,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,3,11,1,40,446,1,1,2,1,"2"
"843",1979,"Graduate","Single",60474,0,1,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,3,11,0,35,1189,1,0,1,0,"4"
"844",1973,"Postgraduate","Married",38576,0,1,2014-03-04,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,41,1,1,2,0,"2"
"845",1985,"Graduate","Married",55357,2,0,2013-02-19,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,3,11,0,29,752,1,1,3,0,"1"
"846",1966,"Graduate","Together",37758,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,48,40,1,1,3,0,"1"
"847",1989,"Undergraduate","Married",85710,0,0,2013-05-05,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,3,11,0,25,1092,0,1,1,1,"3"
"848",1969,"Graduate","Together",23228,1,0,2014-01-26,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,45,41,1,1,2,0,"1"
"849",1969,"Postgraduate","Together",44602,1,1,2014-02-15,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,3,11,0,45,292,1,1,3,0,"2"
"850",1987,"Graduate","Married",7500,0,0,2013-01-09,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,3,11,0,27,16,0,1,1,0,"1"
"851",1989,"Undergraduate","Together",38683,1,0,2012-10-04,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,3,11,0,25,382,1,1,2,0,"1"
"852",1975,"Undergraduate","Single",49514,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,3,11,0,39,382,1,0,1,0,"4"
"853",1973,"Postgraduate","Together",57906,0,1,2013-06-11,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,3,11,0,41,404,1,1,2,0,"2"
"854",1966,"Postgraduate","Single",43456,0,1,2013-03-26,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,3,11,0,48,400,1,0,1,0,"4"
"855",1986,"Postgraduate","Single",19485,2,0,2013-09-24,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,28,10,1,0,2,0,"4"
"856",1978,"Graduate","Together",53172,0,1,2013-05-06,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,3,11,0,36,506,1,1,2,0,"1"
"857",1979,"Graduate","Together",30545,1,0,2012-10-17,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,3,11,0,35,76,1,1,2,0,"1"
"858",1983,"Postgraduate","Together",70123,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,3,11,0,31,1727,0,1,1,1,"3"
"859",1959,"Graduate","Single",62450,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,3,11,0,55,1061,1,0,1,1,"3"
"860",1976,"Graduate","Together",21675,1,0,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,3,11,0,38,49,1,1,2,0,"1"
"861",1981,"Undergraduate","Single",42395,1,1,2014-04-04,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,3,11,0,33,197,1,0,2,0,"1"
"862",1978,"Postgraduate","Together",61346,1,0,2013-10-06,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,3,11,0,36,1005,1,1,2,0,"2"
"863",1953,"Graduate","Together",80812,0,0,2013-09-17,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,3,11,0,61,1820,0,1,1,1,"3"
"864",1971,"Postgraduate","Divorced",42835,1,1,2013-06-30,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,3,11,0,43,604,1,0,2,0,"4"
"865",1983,"Graduate","Married",39922,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,3,11,0,31,157,1,1,2,0,"1"
"866",1956,"Postgraduate","Single",86424,0,0,2014-04-05,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,3,11,0,58,1271,0,0,0,0,"3"
"867",1978,"Undergraduate","Together",17117,1,0,2013-01-17,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,3,11,0,36,146,1,1,2,0,"1"
"868",1972,"Graduate","Single",24762,1,0,2014-02-10,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,3,11,1,42,101,1,0,1,1,"4"
"869",1975,"Graduate","Married",35797,0,1,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,69,1,1,2,0,"1"
"870",1975,"Graduate","Divorced",36627,2,0,2013-07-23,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,39,16,1,0,2,0,"4"
"871",1981,"Undergraduate","Married",51111,1,1,2014-06-19,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,33,60,1,1,3,0,"1"
"872",1972,"Postgraduate","Single",86857,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,42,2216,0,0,0,1,"3"
"873",1970,"Postgraduate","Together",82072,0,0,2013-07-02,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,3,11,0,44,2110,0,1,1,0,"3"
"874",1953,"Postgraduate","Single",46231,2,1,2012-11-26,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,3,11,0,61,268,1,0,3,0,"2"
"875",1959,"Graduate","Married",42243,1,1,2013-12-11,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,55,55,1,1,3,0,"2"
"876",1962,"Graduate","Together",51195,1,1,2013-04-01,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,3,11,0,52,588,1,1,3,0,"2"
"877",1978,"Postgraduate","Single",68092,0,0,2013-12-16,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,3,11,0,36,1317,0,0,0,0,"3"
"878",1973,"Graduate","Married",31814,1,0,2013-02-09,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,3,11,0,41,84,1,1,2,1,"1"
"879",1965,"Postgraduate","Widow",51390,1,1,2012-09-08,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,3,11,0,49,355,1,0,2,0,"4"
"880",1983,"Graduate","Married",76630,0,0,2014-01-14,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,3,11,0,31,1059,0,1,1,0,"3"
"881",1991,"Undergraduate","Single",26868,1,0,2014-04-30,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,23,17,1,0,1,0,"1"
"882",1943,"Postgraduate","Divorced",48948,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,70,951,0,0,0,1,"3"
"883",1972,"Postgraduate","Single",55260,0,1,2012-12-12,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,3,11,0,42,1139,1,0,1,0,"4"
"884",1956,"Graduate","Together",64090,0,1,2013-08-07,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,3,11,1,58,848,1,1,2,1,"2"
"885",1958,"Graduate","Divorced",78331,0,1,2014-01-23,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,3,11,0,56,1807,1,0,1,0,"3"
"886",1974,"Postgraduate","Married",37087,1,0,2013-08-11,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,3,11,0,40,401,1,1,2,0,"2"
"887",1986,"Graduate","Divorced",21846,1,0,2013-10-22,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,3,11,0,28,94,1,0,1,0,"4"
"888",1958,"Graduate","Married",81320,0,0,2013-02-06,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,3,11,0,56,1031,0,1,1,0,"3"
"889",1970,"Graduate","Divorced",54137,0,1,2013-08-16,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,3,11,0,44,204,1,0,1,0,"4"
"890",1967,"Graduate","Together",66825,0,0,2013-07-14,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,3,11,0,47,898,0,1,1,0,"3"
"891",1973,"Graduate","Together",57100,0,0,2013-12-04,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,3,11,0,41,412,0,1,1,0,"3"
"892",1969,"Graduate","Together",58917,1,2,2013-03-24,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,3,11,0,45,289,1,1,4,0,"2"
"893",1977,"Graduate","Single",85072,0,0,2014-04-09,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,3,11,0,37,1434,0,0,0,0,"3"
"894",1961,"Graduate","Single",86429,0,0,2013-11-21,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,3,11,1,53,1467,0,0,0,1,"3"
"895",1971,"Graduate","Widow",45684,1,0,2013-12-02,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,43,28,1,0,1,0,"4"
"896",1974,"Graduate","Together",47889,1,0,2014-01-04,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,3,11,0,40,72,1,1,2,0,"1"
"897",1986,"Postgraduate","Married",45921,0,0,2014-03-10,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,3,11,0,28,202,0,1,1,0,"4"
"898",1966,"Postgraduate","Single",78420,0,0,2013-06-29,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,3,11,0,48,1481,0,0,0,0,"3"
"899",1992,"Graduate","Together",75114,0,0,2013-11-07,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,3,11,0,22,1313,0,1,1,0,"3"
"900",1963,"Postgraduate","Widow",52278,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,1,51,1198,1,0,1,1,"4"
"901",1972,"Postgraduate","Married",35641,1,0,2013-07-14,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,3,11,1,42,187,1,1,2,1,"2"
"902",1994,"Graduate","Single",95529,0,0,2012-12-03,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,3,11,1,20,2017,0,0,0,1,"3"
"903",1954,"Graduate","Married",62820,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,60,1037,0,1,1,0,"3"
"904",1960,"Postgraduate","Together",73113,0,0,2013-12-26,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,3,11,0,54,1010,0,1,1,0,"3"
"905",1982,"Postgraduate","Married",84169,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,32,1938,0,1,1,1,"3"
"906",1954,"Undergraduate","Single",42607,0,1,2013-11-17,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,3,11,0,60,382,1,0,1,0,"4"
"907",1954,"Postgraduate","Single",74637,0,0,2013-05-18,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,3,11,0,60,1650,0,0,0,1,"3"
"908",1955,"Postgraduate","Together",46015,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,3,11,0,59,46,1,1,3,1,"2"
"909",1993,"Graduate","Single",72354,0,0,2013-04-17,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,3,11,0,21,1240,0,0,0,0,"3"
"910",1969,"Postgraduate","Single",39858,1,0,2013-01-24,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,3,11,1,45,102,1,0,1,1,"4"
"911",1948,"Postgraduate","Married",34469,1,1,2014-05-04,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,3,11,0,66,67,1,1,3,0,"2"
"912",1986,"Graduate","Together",83033,1,0,2014-05-18,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,3,11,0,28,1910,1,1,2,1,"3"
"913",1979,"Postgraduate","Together",24401,0,0,2012-08-31,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,3,11,0,35,491,0,1,1,0,"4"
"914",1978,"Graduate","Married",77583,0,0,2014-02-10,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,3,11,0,36,1161,0,1,1,1,"3"
"915",1982,"Undergraduate","Single",74116,0,0,2013-12-30,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,3,11,0,32,2107,0,0,0,1,"3"
"916",1993,"Graduate","Single",74293,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,21,1218,0,0,0,0,"3"
"917",1976,"Postgraduate","Married",68397,0,1,2013-11-17,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,3,11,0,38,1429,1,1,2,0,"2"
"918",1974,"Postgraduate","Together",79632,0,0,2014-04-08,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,3,11,0,40,1134,0,1,1,0,"3"
"919",1989,"Graduate","Single",46107,1,0,2014-02-10,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,3,11,0,25,134,1,0,1,0,"4"
"920",1951,"Postgraduate","Single",64950,0,1,2012-08-12,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,3,11,0,63,966,1,0,1,1,"4"
"921",1989,"Undergraduate","Married",25443,1,0,2012-12-22,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,25,41,1,1,2,0,"1"
"922",1952,"Graduate","Single",75127,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,62,850,0,0,0,0,"3"
"923",1971,"Postgraduate","Together",32892,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,43,47,1,1,2,0,"2"
"924",1971,"Graduate","Together",71796,0,0,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,3,11,0,43,1035,0,1,1,0,"3"
"925",1970,"Postgraduate","Married",67536,0,1,2013-05-22,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,3,11,0,44,1900,1,1,2,1,"3"
"926",1971,"Graduate","Single",55239,0,1,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,3,11,0,43,803,1,0,1,0,"4"
"927",1975,"Postgraduate","Divorced",60554,1,0,2013-08-09,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,3,11,0,39,826,1,0,1,0,"4"
